wavelength,intensity,uncertainty
3500.0,0.0552847956160471,0.01
3502.4009603841537,0.092141889382171,0.01
3504.8019207683074,0.08371929935437879,0.01
3507.202881152461,0.0848225485532279,0.01
3509.6038415366147,0.0867850766672514,0.01
3512.0048019207684,0.08796249739643537,0.01
3514.405762304922,0.0857333825755614,0.01
3516.8067226890757,0.09143118484799165,0.01
3519.2076830732294,0.09132348808580898,0.01
3521.608643457383,0.07327827836548473,0.01
3524.009603841537,0.07360849602683503,0.01
3526.4105642256905,0.08537040308023001,0.01
3528.811524609844,0.08386146329694615,0.01
3531.212484993998,0.09751098147325252,0.01
3533.6134453781515,0.08146146498194212,0.01
3536.0144057623047,0.07786282190378531,0.01
3538.4153661464584,0.0872344164393223,0.01
3540.816326530612,0.08960689611364632,0.01
3543.2172869147657,0.07233008701088502,0.01
3545.6182472989194,0.07677979027402798,0.01
3548.019207683073,0.07432221403834259,0.01
3550.4201680672268,0.06400610479844847,0.01
3552.8211284513804,0.09588158394862967,0.01
3555.222088835534,0.07884972187708425,0.01
3557.623049219688,0.09262641627317306,0.01
3560.0240096038415,0.08174140928808396,0.01
3562.424969987995,0.08399858333247166,0.01
3564.825930372149,0.07904571411647641,0.01
3567.2268907563025,0.09614501007088265,0.01
3569.627851140456,0.0752133444292499,0.01
3572.02881152461,0.08567639827106564,0.01
3574.4297719087635,0.09293055470771502,0.01
3576.830732292917,0.09376324667489065,0.01
3579.231692677071,0.0978397348937436,0.01
3581.6326530612246,0.108131404262613,0.01
3584.0336134453783,0.10539726637600887,0.01
3586.434573829532,0.09403253932225059,0.01
3588.8355342136856,0.08176855963273183,0.01
3591.2364945978393,0.09609099943160704,0.01
3593.637454981993,0.09351353414803074,0.01
3596.0384153661466,0.09814043334727893,0.01
3598.4393757503003,0.09251732400278996,0.01
3600.840336134454,0.07794281975042669,0.01
3603.2412965186077,0.10119016198939688,0.01
3605.642256902761,0.0878590187044407,0.01
3608.0432172869146,0.11353000203643152,0.01
3610.4441776710682,0.09106913848838948,0.01
3612.845138055222,0.10652001252814779,0.01
3615.2460984393756,0.09685611634431668,0.01
3617.6470588235293,0.10015255201286408,0.01
3620.048019207683,0.11172374875043568,0.01
3622.4489795918366,0.10388971190388219,0.01
3624.8499399759903,0.09422093095988161,0.01
3627.250900360144,0.10101333355443552,0.01
3629.6518607442977,0.09818785681225621,0.01
3632.0528211284513,0.09631893412869239,0.01
3634.453781512605,0.1280716461228341,0.01
3636.8547418967587,0.10695965701530731,0.01
3639.2557022809124,0.12148454663084496,0.01
3641.656662665066,0.09994355487319917,0.01
3644.0576230492197,0.10519133659540003,0.01
3646.4585834333734,0.09088918053962368,0.01
3648.859543817527,0.0856402804062523,0.01
3651.2605042016808,0.0944982833810081,0.01
3653.6614645858344,0.10748109302910541,0.01
3656.062424969988,0.10460254570944463,0.01
3658.463385354142,0.11533122819341045,0.01
3660.8643457382955,0.09705193503231674,0.01
3663.265306122449,0.09036339998202929,0.01
3665.666266506603,0.11232282273234177,0.01
3668.0672268907565,0.11096112112233192,0.01
3670.4681872749097,0.1126400473054453,0.01
3672.869147659064,0.10831681543304238,0.01
3675.270108043217,0.12343216917390645,0.01
3677.6710684273708,0.1092130854960942,0.01
3680.0720288115244,0.11838371360155048,0.01
3682.472989195678,0.11046423882829014,0.01
3684.873949579832,0.10051297629629832,0.01
3687.2749099639855,0.0991530054269917,0.01
3689.675870348139,0.11013897478539791,0.01
3692.076830732293,0.11623612649921994,0.01
3694.4777911164465,0.1269220009797013,0.01
3696.8787515006,0.1371749156576574,0.01
3699.279711884754,0.11434321501304576,0.01
3701.6806722689075,0.10516736970598813,0.01
3704.081632653061,0.14410383537423815,0.01
3706.482593037215,0.11486846989723869,0.01
3708.8835534213686,0.11060955878950648,0.01
3711.2845138055222,0.11677289683356931,0.01
3713.685474189676,0.11060297200138866,0.01
3716.0864345738296,0.13251692687259517,0.01
3718.4873949579833,0.10762524762572645,0.01
3720.888355342137,0.12904644299277127,0.01
3723.2893157262906,0.1162941556072254,0.01
3725.6902761104443,0.11760783421913182,0.01
3728.091236494598,0.10611246958860616,0.01
3730.4921968787517,0.11762321132761958,0.01
3732.8931572629053,0.1081828586880755,0.01
3735.294117647059,0.12328263784219705,0.01
3737.6950780312127,0.1150078867051034,0.01
3740.096038415366,0.11899363154206928,0.01
3742.4969987995196,0.10310001465117423,0.01
3744.8979591836733,0.11309781270990366,0.01
3747.298919567827,0.1191808688423785,0.01
3749.6998799519806,0.12368883501528749,0.01
3752.1008403361343,0.12045754711190586,0.01
3754.501800720288,0.11956089173079118,0.01
3756.9027611044417,0.11999343219827908,0.01
3759.3037214885953,0.12540326500958401,0.01
3761.704681872749,0.11705378862948779,0.01
3764.1056422569027,0.11653501933872691,0.01
3766.5066026410564,0.12649924988075653,0.01
3768.90756302521,0.13767128067479087,0.01
3771.3085234093637,0.1328733256758936,0.01
3773.7094837935174,0.14499219175380068,0.01
3776.110444177671,0.13047463016357608,0.01
3778.5114045618247,0.1257192669399351,0.01
3780.9123649459784,0.14176499493190722,0.01
3783.313325330132,0.13873956157256542,0.01
3785.714285714286,0.13384882294147074,0.01
3788.1152460984395,0.12560455111984567,0.01
3790.516206482593,0.13776407112438627,0.01
3792.917166866747,0.13571457977243603,0.01
3795.3181272509005,0.13813522844764045,0.01
3797.719087635054,0.1364987569005948,0.01
3800.120048019208,0.12250800962834871,0.01
3802.5210084033615,0.13162046093571841,0.01
3804.9219687875147,0.13272553489468789,0.01
3807.322929171669,0.14226355930356885,0.01
3809.723889555822,0.13211890181706265,0.01
3812.124849939976,0.14575763384638982,0.01
3814.5258103241295,0.14693590482920726,0.01
3816.926770708283,0.1335043112769206,0.01
3819.327731092437,0.15114063370702846,0.01
3821.7286914765905,0.14495297661455672,0.01
3824.129651860744,0.12720547477962207,0.01
3826.530612244898,0.1510670680945736,0.01
3828.9315726290515,0.1392214099858633,0.01
3831.332533013205,0.14971533984357913,0.01
3833.733493397359,0.14295608707314755,0.01
3836.1344537815125,0.13983480045251692,0.01
3838.535414165666,0.1507168853151828,0.01
3840.93637454982,0.1406276409790272,0.01
3843.3373349339736,0.15842414441244146,0.01
3845.7382953181273,0.14738082193156543,0.01
3848.139255702281,0.14343448777468476,0.01
3850.5402160864346,0.16709275257367456,0.01
3852.9411764705883,0.14196890131682863,0.01
3855.342136854742,0.15462716223920314,0.01
3857.7430972388956,0.1616280672903567,0.01
3860.1440576230493,0.14422462577469036,0.01
3862.545018007203,0.17269030255414589,0.01
3864.9459783913567,0.15817409947688524,0.01
3867.3469387755104,0.15662714376183237,0.01
3869.747899159664,0.1541472255530281,0.01
3872.1488595438177,0.17092195879261568,0.01
3874.549819927971,0.15794337260564262,0.01
3876.950780312125,0.1679532208524069,0.01
3879.3517406962783,0.1461818254825202,0.01
3881.752701080432,0.1632369233931958,0.01
3884.1536614645856,0.16010366045085336,0.01
3886.5546218487393,0.15739656043687336,0.01
3888.955582232893,0.16191678945097954,0.01
3891.3565426170467,0.17676321170550086,0.01
3893.7575030012003,0.16959819004862098,0.01
3896.158463385354,0.14228522433505336,0.01
3898.5594237695077,0.16727694523147416,0.01
3900.9603841536614,0.18258273838715222,0.01
3903.361344537815,0.15563395710051556,0.01
3905.7623049219687,0.15548243335842618,0.01
3908.1632653061224,0.1683865113771302,0.01
3910.564225690276,0.18004833302899756,0.01
3912.9651860744298,0.1464282829308934,0.01
3915.3661464585834,0.15536338268085428,0.01
3917.767106842737,0.17992469479075798,0.01
3920.168067226891,0.1799845172060489,0.01
3922.5690276110445,0.173442197086419,0.01
3924.969987995198,0.17926563741181828,0.01
3927.370948379352,0.152099027699129,0.01
3929.7719087635055,0.16873939343105945,0.01
3932.172869147659,0.1569231373321993,0.01
3934.573829531813,0.1600185183831463,0.01
3936.9747899159665,0.17122435558295318,0.01
3939.37575030012,0.17055161308283348,0.01
3941.776710684274,0.17372850687121555,0.01
3944.177671068427,0.18391774909767586,0.01
3946.5786314525812,0.16431878554624044,0.01
3948.9795918367345,0.17303410027493482,0.01
3951.380552220888,0.1942085654591791,0.01
3953.781512605042,0.18792725262032278,0.01
3956.1824729891955,0.1697662675074776,0.01
3958.583433373349,0.17052897166184322,0.01
3960.984393757503,0.15868573492648355,0.01
3963.3853541416565,0.17919353931540624,0.01
3965.78631452581,0.17587599550833954,0.01
3968.187274909964,0.17044626544694658,0.01
3970.5882352941176,0.19711559531123482,0.01
3972.9891956782712,0.16883766392985816,0.01
3975.390156062425,0.1950632205044478,0.01
3977.7911164465786,0.1866676788375211,0.01
3980.1920768307323,0.1816178253496813,0.01
3982.593037214886,0.1853738250852281,0.01
3984.9939975990396,0.17509249740994157,0.01
3987.3949579831933,0.17948263295288588,0.01
3989.795918367347,0.1851651899256583,0.01
3992.1968787515007,0.1945472565157722,0.01
3994.5978391356543,0.18237411685435007,0.01
3996.998799519808,0.18653019491739392,0.01
3999.3997599039617,0.1624271836509827,0.01
4001.8007202881154,0.2057380154196951,0.01
4004.201680672269,0.1843793283930142,0.01
4006.6026410564227,0.19428824000575712,0.01
4009.003601440576,0.1766911729036313,0.01
4011.40456182473,0.19973103485797955,0.01
4013.8055222088833,0.17561157540161831,0.01
4016.2064825930374,0.18578257266135065,0.01
4018.6074429771907,0.21645278629765716,0.01
4021.0084033613443,0.20379922321248792,0.01
4023.409363745498,0.20532064392543903,0.01
4025.8103241296517,0.20155927013317596,0.01
4028.2112845138054,0.17757297608234934,0.01
4030.612244897959,0.1858086642831696,0.01
4033.0132052821127,0.18959314453703907,0.01
4035.4141656662664,0.19133502051408272,0.01
4037.81512605042,0.18695310818739702,0.01
4040.2160864345738,0.18524742025871935,0.01
4042.6170468187274,0.20310242909487453,0.01
4045.018007202881,0.17411129664855352,0.01
4047.418967587035,0.21155474940892355,0.01
4049.8199279711885,0.1897042324928467,0.01
4052.220888355342,0.2091278952409802,0.01
4054.621848739496,0.1894795409045233,0.01
4057.0228091236495,0.18151741987694484,0.01
4059.423769507803,0.18944706384776866,0.01
4061.824729891957,0.20028112320898814,0.01
4064.2256902761105,0.19657666078794778,0.01
4066.626650660264,0.22515389195945698,0.01
4069.027611044418,0.20948787557759355,0.01
4071.4285714285716,0.20425717424852033,0.01
4073.829531812725,0.2020002367837046,0.01
4076.230492196879,0.20570360781478086,0.01
4078.631452581032,0.21462084584594962,0.01
4081.0324129651863,0.20137820644644977,0.01
4083.4333733493395,0.20938168868945498,0.01
4085.8343337334936,0.22515410447005246,0.01
4088.235294117647,0.22027610796654146,0.01
4090.6362545018005,0.22477360883536066,0.01
4093.037214885954,0.2093453799608384,0.01
4095.438175270108,0.2291514331126765,0.01
4097.839135654262,0.2013577222274965,0.01
4100.240096038416,0.21233611914988984,0.01
4102.641056422569,0.22633372328079565,0.01
4105.042016806723,0.20472356861016414,0.01
4107.442977190876,0.22120708563709351,0.01
4109.8439375750295,0.20963715505232178,0.01
4112.244897959184,0.24015734130181365,0.01
4114.645858343338,0.21086087202812986,0.01
4117.046818727491,0.20994178094445062,0.01
4119.447779111644,0.23302824395880314,0.01
4121.848739495798,0.21175737207389614,0.01
4124.249699879952,0.21869168017771018,0.01
4126.650660264106,0.21235968568106603,0.01
4129.051620648259,0.20642650740015048,0.01
4131.452581032413,0.22481579639445473,0.01
4133.853541416566,0.23528017130324003,0.01
4136.25450180072,0.22012291296839764,0.01
4138.655462184874,0.2327425427527285,0.01
4141.056422569028,0.22656937574122452,0.01
4143.457382953181,0.22911906168243307,0.01
4145.858343337335,0.2215863707243738,0.01
4148.259303721488,0.23160097345074912,0.01
4150.660264105642,0.23139007564858113,0.01
4153.061224489796,0.23240798348969666,0.01
4155.46218487395,0.24259938037245776,0.01
4157.863145258103,0.2511357524337096,0.01
4160.264105642257,0.23971804522222068,0.01
4162.66506602641,0.24077008056793509,0.01
4165.0660264105645,0.2214811954379754,0.01
4167.466986794718,0.24435489326790222,0.01
4169.867947178872,0.237022265529768,0.01
4172.268907563025,0.23332328689558124,0.01
4174.669867947179,0.24623852622343823,0.01
4177.070828331332,0.22020129681088454,0.01
4179.471788715486,0.2564721861606152,0.01
4181.87274909964,0.23998211099197622,0.01
4184.273709483794,0.23751888323104703,0.01
4186.674669867947,0.23774931740643074,0.01
4189.0756302521,0.24215495216877742,0.01
4191.4765906362545,0.22621728059879637,0.01
4193.877551020408,0.2608034884975136,0.01
4196.278511404562,0.24086225550552948,0.01
4198.679471788715,0.249959089390692,0.01
4201.080432172869,0.2456964941133775,0.01
4203.481392557022,0.2651270586572968,0.01
4205.882352941177,0.2534591419285661,0.01
4208.28331332533,0.26044002483210305,0.01
4210.684273709484,0.2502265930203098,0.01
4213.085234093637,0.25214843692292993,0.01
4215.486194477791,0.24506954585356405,0.01
4217.8871548619445,0.24156081374049337,0.01
4220.288115246099,0.2652920064124437,0.01
4222.689075630252,0.2640705959657651,0.01
4225.090036014406,0.2408860763897825,0.01
4227.490996398559,0.2543838055617063,0.01
4229.891956782713,0.2661418566432278,0.01
4232.292917166867,0.2677841302945434,0.01
4234.693877551021,0.261138631331756,0.01
4237.094837935174,0.26583961032008735,0.01
4239.495798319328,0.27391412154737627,0.01
4241.896758703481,0.27400420489662625,0.01
4244.297719087635,0.262767987016317,0.01
4246.698679471789,0.26840988698773915,0.01
4249.099639855942,0.25792745031593817,0.01
4251.500600240096,0.25872201349742047,0.01
4253.90156062425,0.2694038060524974,0.01
4256.302521008403,0.27187095052395377,0.01
4258.703481392557,0.2682510323687377,0.01
4261.104441776711,0.2842139630696172,0.01
4263.505402160864,0.2580936533459611,0.01
4265.906362545018,0.2643070274352442,0.01
4268.307322929171,0.265792109133199,0.01
4270.708283313325,0.2592975375855696,0.01
4273.109243697479,0.2525886390634977,0.01
4275.510204081633,0.2597572777167963,0.01
4277.911164465786,0.26449313801820484,0.01
4280.31212484994,0.2720724804429037,0.01
4282.713085234093,0.28088093269762654,0.01
4285.1140456182475,0.26852343784284616,0.01
4287.515006002401,0.24517422989362103,0.01
4289.915966386555,0.2650848324296654,0.01
4292.316926770708,0.2682367298351848,0.01
4294.717887154862,0.27232362656346476,0.01
4297.118847539015,0.25206822037711496,0.01
4299.5198079231695,0.27029289201630496,0.01
4301.920768307323,0.2733041328148422,0.01
4304.321728691477,0.2720809213561141,0.01
4306.72268907563,0.2683547676062003,0.01
4309.123649459784,0.2600545306582791,0.01
4311.5246098439375,0.25745067740529476,0.01
4313.925570228092,0.26361613489471575,0.01
4316.326530612245,0.2686287741689332,0.01
4318.727490996398,0.2682021090512703,0.01
4321.128451380552,0.27905741572067116,0.01
4323.529411764706,0.2941352319043586,0.01
4325.9303721488595,0.3096230164972589,0.01
4328.331332533013,0.2915261448655957,0.01
4330.732292917167,0.28726277875583883,0.01
4333.13325330132,0.3000687538891363,0.01
4335.534213685474,0.29108261732822455,0.01
4337.9351740696275,0.3092220006430879,0.01
4340.336134453782,0.29017621559567264,0.01
4342.737094837935,0.3083345980213192,0.01
4345.138055222089,0.30224132416600824,0.01
4347.539015606242,0.3094508336989732,0.01
4349.939975990396,0.2981932329730208,0.01
4352.3409363745495,0.2994709985746123,0.01
4354.741896758704,0.30197704208210585,0.01
4357.142857142857,0.3111735400614252,0.01
4359.543817527011,0.29783746587151666,0.01
4361.944777911164,0.2929214559078565,0.01
4364.345738295318,0.3087158590371213,0.01
4366.746698679472,0.29427278363431114,0.01
4369.147659063626,0.3000492884663226,0.01
4371.548619447779,0.3161789612033447,0.01
4373.949579831933,0.31581267380776545,0.01
4376.350540216086,0.3119107593494851,0.01
4378.75150060024,0.3309686751258793,0.01
4381.152460984394,0.3166621412699087,0.01
4383.553421368548,0.31024083425690574,0.01
4385.954381752701,0.32752346305263547,0.01
4388.355342136854,0.33515018103915806,0.01
4390.756302521008,0.32844978310823,0.01
4393.1572629051625,0.3170379896733853,0.01
4395.558223289316,0.31165977313614074,0.01
4397.959183673469,0.33028686085014874,0.01
4400.360144057623,0.3595338675140901,0.01
4402.761104441776,0.33339440522462677,0.01
4405.16206482593,0.2981765714885439,0.01
4407.563025210084,0.3328728624332844,0.01
4409.963985594238,0.33239244274462776,0.01
4412.364945978391,0.32852359885466187,0.01
4414.765906362545,0.3208992026976254,0.01
4417.166866746698,0.3338043838468721,0.01
4419.5678271308525,0.3310747093075303,0.01
4421.968787515006,0.3341134738291122,0.01
4424.36974789916,0.3452829287398371,0.01
4426.770708283313,0.3452942221715374,0.01
4429.171668667467,0.3441798031639975,0.01
4431.57262905162,0.33330867101571054,0.01
4433.973589435775,0.34221121737075194,0.01
4436.374549819928,0.33413251656078424,0.01
4438.775510204082,0.34029267912939964,0.01
4441.176470588235,0.3521838304675654,0.01
4443.577430972389,0.3384149090605431,0.01
4445.9783913565425,0.34482192328073824,0.01
4448.379351740696,0.3416368002733664,0.01
4450.78031212485,0.34496047212021896,0.01
4453.181272509004,0.3490660212673098,0.01
4455.582232893157,0.33577184274105143,0.01
4457.98319327731,0.34405500119033106,0.01
4460.384153661465,0.35007180097491297,0.01
4462.785114045619,0.34542995554967665,0.01
4465.186074429772,0.35004608314524316,0.01
4467.587034813925,0.3435781360032065,0.01
4469.987995198079,0.34922274046773094,0.01
4472.3889555822325,0.35294191934141234,0.01
4474.789915966387,0.33357238382908994,0.01
4477.19087635054,0.3581105493687493,0.01
4479.591836734694,0.3471174934483059,0.01
4481.992797118847,0.3619404658930008,0.01
4484.393757503001,0.3497071377058369,0.01
4486.794717887155,0.3679657224385142,0.01
4489.195678271309,0.37975632594565184,0.01
4491.596638655462,0.38204571454379366,0.01
4493.997599039616,0.3521071377942139,0.01
4496.398559423769,0.3711708532489679,0.01
4498.799519807923,0.3525728311355272,0.01
4501.200480192077,0.35929450669548857,0.01
4503.601440576231,0.36703966284061684,0.01
4506.002400960384,0.37390216589209957,0.01
4508.403361344538,0.38932654441609965,0.01
4510.804321728691,0.3775755673460678,0.01
4513.205282112845,0.38858990361073276,0.01
4515.606242496999,0.35069436799202425,0.01
4518.007202881152,0.3797087141334372,0.01
4520.408163265306,0.3778166704521174,0.01
4522.80912364946,0.3918083454218143,0.01
4525.210084033613,0.3743902518857569,0.01
4527.611044417767,0.39523867193759027,0.01
4530.012004801921,0.37418248005642296,0.01
4532.412965186075,0.39102295355069233,0.01
4534.813925570228,0.39547373643245076,0.01
4537.214885954381,0.37692709773406136,0.01
4539.615846338535,0.3846641381808206,0.01
4542.016806722689,0.39057819891400913,0.01
4544.417767106843,0.41305011846290657,0.01
4546.818727490996,0.40579497736207387,0.01
4549.21968787515,0.376946570419748,0.01
4551.620648259303,0.3891842578442719,0.01
4554.0216086434575,0.396434418373761,0.01
4556.422569027611,0.3920417554037843,0.01
4558.823529411765,0.392546064633391,0.01
4561.224489795918,0.3839989022447975,0.01
4563.625450180072,0.3683819975320295,0.01
4566.026410564225,0.4067948364482607,0.01
4568.42737094838,0.3985733246211121,0.01
4570.828331332533,0.40441394257365837,0.01
4573.229291716687,0.39989270345532746,0.01
4575.63025210084,0.4043839754928616,0.01
4578.031212484993,0.41824099216286115,0.01
4580.4321728691475,0.39543935746561415,0.01
4582.833133253302,0.41419420911311056,0.01
4585.234093637455,0.4041740908614858,0.01
4587.635054021608,0.4085292745517531,0.01
4590.036014405762,0.40789689810110125,0.01
4592.436974789916,0.39930908557843686,0.01
4594.83793517407,0.4059185646913942,0.01
4597.238895558223,0.39479154238503933,0.01
4599.639855942377,0.4261908127776439,0.01
4602.040816326531,0.41394499582988237,0.01
4604.441776710684,0.4252971800091305,0.01
4606.8427370948375,0.4219292114013045,0.01
4609.243697478992,0.40180919959779937,0.01
4611.644657863145,0.4370886974687444,0.01
4614.045618247299,0.43976902236610926,0.01
4616.446578631452,0.41168612789226217,0.01
4618.847539015606,0.41814239700731,0.01
4621.24849939976,0.40885036672550035,0.01
4623.649459783914,0.43737256066120817,0.01
4626.050420168067,0.4104230861183184,0.01
4628.451380552221,0.4206576028563452,0.01
4630.852340936374,0.4213771848110446,0.01
4633.253301320528,0.4273086451150301,0.01
4635.654261704682,0.4307372627135662,0.01
4638.055222088836,0.4201007550405058,0.01
4640.456182472989,0.4389158261018529,0.01
4642.857142857143,0.4201557298046425,0.01
4645.258103241296,0.4540555229641229,0.01
4647.65906362545,0.4294957815006093,0.01
4650.060024009604,0.44326050425262076,0.01
4652.460984393758,0.4418595531686654,0.01
4654.861944777911,0.44777488081569156,0.01
4657.262905162064,0.4157558027133037,0.01
4659.663865546218,0.43837659460362854,0.01
4662.0648259303725,0.44181616057749457,0.01
4664.465786314526,0.4562870476215014,0.01
4666.866746698679,0.4269449872481784,0.01
4669.267707082833,0.4458933202288781,0.01
